id,title,filtered_words,label
F007,Immortal Jellyfish Confirmed by Sources,"['executive', 'time', 'yeah', 'race', 'machine.', 'matter', 'head', 'debate', 'many', 'project.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
F046,Mind Control Confirmed by Sources,"['positive', 'candidate', 'somebody', 'thought', 'model', 'choice.', 'none', 'husband', 'white', 'range', 'term.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R103,New Report on Research,"['much', 'magazine', 'us', 'wide', 'stand', 'wide.', 'agreement', 'image', 'heart', 'family', 'others', 'citizen', 'hold.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']",REAL
R037,New Report on Budget Report,"['level', 'sister', 'responsibility', 'ask.', 'turn', 'building', 'claim', 'deep', 'great', 'republican.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
F193,Secret Cure Confirmed by Sources,"['garden', 'card', 'follow', 'employee.', 'husband', 'tonight', 'close', 'care', 'season', 'begin', 'positive.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
R166,New Report on Election,"['forward', 'thought', 'method', 'production.', 'range', 'side', 'something', 'action.', 'face', 'explain', 'hard', 'lot.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
F017,Immortal Jellyfish Confirmed by Sources,"['fear', 'particularly', 'street.', 'star', 'somebody', 'activity', 'activity', 'partner.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R008,New Report on Economic Growth,"['thus', 'nice', 'yet', 'and.', 'every', 'send', 'on.', 'soldier', 'past', 'adult', 'purpose', 'class', 'able.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F071,Celebrity Scandal Confirmed by Sources,"['seek', 'forget', 'summer', 'network', 'senior', 'part.', 'important', 'mention', 'wear.', 'car', 'american', 'operation.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
F028,Mind Control Confirmed by Sources,"['fast', 'box', 'perform', 'peace.', 'maybe', 'debate', 'draw', 'scene', 'realize.', 'leg', 'someone', 'many.', 'must', 'thousand', 'single', 'fast', 'section.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"['almost', 'others', 'real', 'successful', 'water.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R200,New Report on Public Health,"['activity', 'inside.', 'represent', 'community', 'common', 'street', 'perhaps', 'manage.', 'mouth', 'note', 'thousand', 'responsibility', 'possible.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
R225,New Report on Climate Change,"['without', 'area', 'thing', 'coach.', 'wind', 'job', 'process', 'protect', 'receive.', 'improve', 'television', 'debate', 'one.', 'truth', 'material', 'leg', 'likely', 'generation.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R062,New Report on Budget Report,"['memory', 'card', 'girl', 'statement', 'plan', 'serve.', 'open', 'artist', 'base', 'find', 'bed.', 'president', 'night', 'fill.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
F033,Hoax Confirmed by Sources,"['head', 'attorney', 'get', 'clear', 'feeling', 'still', 'day.', 'north', 'opportunity', 'day', 'break', 'pm', 'last.', 'sort', 'data', 'structure', 'energy', 'financial.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F012,Hoax Confirmed by Sources,"['shake', 'pattern', 'responsibility', 'business', 'man', 'especially', 'rest.', 'two', 'theory', 'work', 'southern', 'education', 'big.', 'style', 'bit', 'reflect', 'allow', 'social.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
R121,New Report on Research,"['partner', 'score', 'democratic', 'movie', 'large.', 'table', 'author', 'five', 'chair.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']",REAL
F210,Aliens Confirmed by Sources,"['personal', 'whether', 'first', 'camera', 'race', 'simply.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F151,Hoax Confirmed by Sources,"['various', 'specific', 'growth', 'prepare', 'involve.', 'report', 'offer', 'key', 'interview', 'day.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F099,Secret Cure Confirmed by Sources,"['stop', 'people', 'garden.', 'hope', 'race', 'later', 'which.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
R090,New Report on Technology Breakthrough,"['religious', 'democratic', 'candidate', 'maybe.', 'take', 'ball', 'find.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R125,New Report on Budget Report,"['station', 'bag', 'realize.', 'nature', 'many', 'firm', 'environment.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
R091,New Report on Climate Change,"['author', 'must', 'interview', 'meeting', 'specific', 'similar.', 'staff', 'call', 'stand', 'smile', 'box.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R157,New Report on Climate Change,"['first', 'well', 'sign', 'fire', 'despite.', 'mind', 'quality', 'general.', 'girl', 'coach', 'reach', 'serious', 'interesting', 'red', 'positive.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
F098,Miracle Drug Confirmed by Sources,"['carry', 'bed', 'play', 'morning.', 'event', 'state', 'standard', 'difference.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
F164,Immortal Jellyfish Confirmed by Sources,"['short', 'condition', 'item', 'either', 'read.', 'parent', 'every', 'season', 'real', 'among.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R050,New Report on Economic Growth,"['wind', 'sell', 'ask', 'probably', 'week', 'know', 'catch.', 'hospital', 'look', 'effect', 'modern', 'low', 'attorney', 'trouble', 'world.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
R249,New Report on Climate Change,"['court', 'discussion', 'citizen', 'hundred', 'trouble.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R093,New Report on Election,"['stage', 'room', 'suggest', 'vote', 'contain.', 'area', 'phone', 'feel', 'month', 'it.', 'sense', 'outside', 'specific', 'stop.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R131,New Report on Education,"['different', 'personal', 'station.', 'home', 'concern', 'father', 'imagine.', 'red', 'success', 'rule', 'war.', 'mean', 'government', 'poor.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F107,Flat Earth Confirmed by Sources,"['really', 'election', 'tough', 'available', 'prepare.', 'every', 'product', 'indicate', 'drop', 'also', 'hard', 'commercial.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F153,Hoax Confirmed by Sources,"['site', 'company', 'especially', 'half.', 'position', 'player', 'avoid', 'report.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F091,Flat Earth Confirmed by Sources,"['four', 'company', 'important.', 'several', 'food', 'first', 'industry.', 'crime', 'key', 'address', 'run', 'statement.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
R246,New Report on Economic Growth,"['trial', 'anything', 'pattern', 'sell', 'need', 'enjoy', 'reason.', 'decide', 'sort', 'finally', 'relationship', 'find', 'real.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F004,Secret Cure Confirmed by Sources,"['back', 'doctor', 'set.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
F220,Celebrity Scandal Confirmed by Sources,"['treatment', 'fear.', 'product', 'order', 'store', 'idea.', 'act', 'little', 'form', 'decide.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
F121,Hoax Confirmed by Sources,"['operation', 'former', 'develop', 'consumer', 'respond', 'quite.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F245,Mind Control Confirmed by Sources,"['one', 'new', 'sport', 'technology', 'room.', 'recognize', 'tell', 'fight', 'offer', 'parent', 'store.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R035,New Report on Climate Change,"['eat', 'early', 'include', 'remain', 'else.', 'today', 'series', 'candidate', 'everything', 'measure', 'pretty', 'show', 'mother.', 'summer', 'debate', 'student', 'tough', 'turn', 'our.', 'picture', 'add', 'car', 'mouth.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']",REAL
R024,New Report on Education,"['usually', 'although', 'development', 'young', 'unit', 'tend', 'issue.', 'operation', 'future', 'become', 'management', 'state', 'people.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F079,Miracle Drug Confirmed by Sources,"['mean', 'republican', 'stage', 'network', 'pattern', 'peace', 'itself.', 'history', 'next', 'forget.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
R094,New Report on Policy,"['yard', 'wear', 'late', 'day', 'student.', 'support', 'tv', 'or.', 'go', 'technology', 'work', 'threat', 'class', 'six.', 'management', 'must', 'bad.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
R040,New Report on Policy,"['husband', 'station', 'determine', 'enough', 'east', 'pass.', 'machine', 'play', 'project', 'future', 'it.', 'price', 'receive', 'bad', 'last', 'attorney', 'last', 'research.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
F170,Immortal Jellyfish Confirmed by Sources,"['score', 'ready', 'miss', 'best', 'color.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
F130,Immortal Jellyfish Confirmed by Sources,"['return', 'cover', 'off.', 'pretty', 'produce.', 'moment', 'law', 'teacher', 'cold', 'heavy', 'others.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R085,New Report on Economic Growth,"['whose', 'coach', 'fight', 'political', 'determine', 'spring', 'expect.', 'join', 'computer.', 'list', 'million', 'newspaper', 'art', 'claim.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
R054,New Report on Budget Report,"['short', 'leg', 'break', 'benefit.', 'step', 'likely', 'training.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
R047,New Report on Technology Breakthrough,"['subject', 'give', 'article', 'produce', 'purpose', 'computer', 'field.', 'section', 'certainly', 'education', 'data.', 'design', 'property', 'simply', 'us', 'beautiful', 'event.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R199,New Report on Economic Growth,"['actually', 'present', 'laugh', 'help.', 'respond', 'inside', 'thousand', 'cultural', 'treat', 'off.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F062,Miracle Drug Confirmed by Sources,"['matter', 'scientist', 'yes', 'send.', 'main', 'provide.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']",FAKE
R244,New Report on Technology Breakthrough,"['law', 'throughout', 'stand', 'window', 'sea', 'common.', 'range', 'trade', 'player.', 'run', 'food', 'care', 'federal', 'yourself.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R107,New Report on Election,"['north', 'move', 'director', 'true', 'either', 'hospital.', 'record', 'charge', 'able', 'note', 'build.', 'final', 'discover', 'sort', 'inside', 'later', 'professor.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
F148,Aliens Confirmed by Sources,"['option', 'trouble', 'dog', 'car.', 'stock', 'late', 'oil', 'tree', 'interesting.', 'door', 'three', 'sea', 'outside.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
F023,Mind Control Confirmed by Sources,"['like', 'national', 'class', 'take', 'police', 'bit', 'wall.', 'approach', 'indeed', 'stop', 'since', 'unit', 'weight.', 'ok', 'project', 'detail', 'light', 'great.', 'chair', 'establish', 'project', 'million.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R075,New Report on Budget Report,"['green', 'health', 'relationship', 'own.', 'bit', 'yard', 'receive.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']",REAL
R220,New Report on Public Health,"['drive', 'certain', 'religious', 'economy', 'together', 'continue', 'focus.', 'rich', 'moment', 'include', 'past', 'yet', 'vote.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
R099,New Report on Economic Growth,"['law', 'try', 'another', 'structure.', 'back', 'group', 'deal', 'stop', 'bad', 'song.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F066,Flat Earth Confirmed by Sources,"['group', 'officer', 'new', 'write', 'enough', 'return', 'life', 'send.', 'guess', 'party', 'key', 'throw', 'political.', 'address', 'anything', 'industry', 'common', 'challenge', 'particularly.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F060,Flat Earth Confirmed by Sources,"['current', 'since', 'family', 'wife', 'small.', 'fall', 'common', 'subject', 'provide', 'dark', 'quality', 'picture', 'leader.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']",FAKE
F022,Government Cover-Up Confirmed by Sources,"['born', 'officer', 'media.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
F127,Mind Control Confirmed by Sources,"['visit', 'glass', 'tax', 'nature', 'work.', 'effect', 'check', 'win', 'thing.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R212,New Report on Education,"['billion', 'strong', 'couple', 'large.', 'former', 'sure', 'lot', 'teach.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F119,Mind Control Confirmed by Sources,"['near', 'statement', 'seat', 'arrive', 'shake.', 'call', 'raise', 'right.', 'event', 'product', 'answer', 'especially', 'hard', 'girl.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
F103,Hoax Confirmed by Sources,"['add', 'film', 'listen', 'billion', 'toward.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
F191,Mind Control Confirmed by Sources,"['view', 'share', 'since', 'difference.', 'foreign', 'believe', 'animal.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
F002,Mind Control Confirmed by Sources,"['similar', 'thank.', 'nature', 'daughter.', 'production', 'season', 'since', 'line.', 'computer', 'chance', 'believe', 'key', 'mouth', 'son.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']",FAKE
R155,New Report on Election,"['east', 'personal', 'us', 'american.', 'new', 'number', 'machine', 'most.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R006,New Report on Technology Breakthrough,"['away', 'catch', 'fight', 'pattern.', 'senior', 'pay', 'treat', 'detail.', 'leave', 'lot', 'memory', 'fact.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
F086,Government Cover-Up Confirmed by Sources,"['authority', 'mission', 'eye.', 'keep', 'class', 'pretty', 'box', 'everyone.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']",FAKE
R168,New Report on Election,"['often', 'wide', 'process', 'college.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']",REAL
R077,New Report on Public Health,"['low', 'traditional', 'build', 'trip', 'method', 'require.', 'feeling', 'win', 'often', 'home.', 'career', 'party', 'health', 'range.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F209,Hoax Confirmed by Sources,"['scientist', 'state', 'defense', 'almost.', 'able', 'attention', 'doctor', 'activity', 'case.', 'significant', 'tree', 'happy', 'near.', 'place', 'stock', 'religious', 'piece', 'process', 'future.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']",FAKE
R236,New Report on Public Health,"['white', 'build', 'age', 'of.', 'though', 'son', 'wonder', 'page.', 'yard', 'play', 'use', 'effect', 'admit', 'money', 'course', 'model.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F186,Aliens Confirmed by Sources,"['whatever', 'garden', 'cost', 'agent', 'amount', 'available', 'threat.', 'street', 'tough', 'pattern', 'attention', 'movement.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']",FAKE
R243,New Report on Public Health,"['understand', 'go', 'value', 'day', 'result', 'recognize', 'close.', 'factor', 'since', 'threat', 'soon', 'show', 'forward.', 'old', 'including', 'create', 'practice', 'season.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']",REAL
F094,Immortal Jellyfish Confirmed by Sources,"['bag', 'measure', 'think', 'between.', 'cultural', 'city', 'agency.', 'television', 'child', 'adult', 'become', 'feel', 'watch', 'ever.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']",FAKE
R032,New Report on Economic Growth,"['party', 'create', 'provide', 'question', 'particularly', 'money', 'particularly.', 'produce', 'consider', 'three', 'series', 'shoulder', 'hospital', 'spend.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
R033,New Report on Education,"['front', 'explain', 'yes', 'clearly.', 'specific', 'conference', 'buy', 'investment', 'which.', 'cup', 'consumer', 'doctor', 'full', 'fire', 'foreign.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
R045,New Report on Technology Breakthrough,"['fund', 'election', 'course', 'executive', 'service', 'girl', 'order.', 'particularly', 'finally', 'seem', 'investment', 'structure.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']",REAL
R116,New Report on Education,"['better', 'trip', 'relationship', 'class', 'no.', 'leave', 'third', 'culture', 'full', 'despite', 'set', 'argue.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']",REAL
F056,Celebrity Scandal Confirmed by Sources,"['popular', 'book', 'hear.', 'cultural', 'simple', 'rest', 'bed', 'another', 'memory.', 'stock', 'recognize', 'develop', 'interview', 'answer', 'past.', 'movie', 'officer', 'third', 'soon', 'operation.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
R043,New Report on Policy,"['quite', 'friend', 'less', 'before.', 'model', 'loss', 'exactly', 'she.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']",REAL
R145,New Report on Economic Growth,"['pass', 'million', 'score', 'daughter.', 'smile', 'article', 'pm', 'congress', 'into.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']",REAL
F200,Secret Cure Confirmed by Sources,"['reason', 'according', 'something.', 'successful', 'huge', 'collection', 'tv.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
F034,Celebrity Scandal Confirmed by Sources,"['imagine', 'half', 'fish', 'indeed', 'exist', 'court.', 'sign', 'throughout', 'one', 'tough.', 'discuss', 'thousand', 'why.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']",FAKE
F149,Secret Cure Confirmed by Sources,"['play', 'yes', 'society', 'imagine', 'during.', 'society', 'interview', 'case', 'response', 'record', 'yeah.', 'billion', 'today', 'rich', 'support.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
F051,Secret Cure Confirmed by Sources,"['safe', 'since', 'appear', 'vote.', 'area', 'matter', 'behind.', 'appear', 'final', 'where.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']",FAKE
